u,t,m
570,2025-04-29 17:06,we would like to add two new Date Fields to the Interest API. • `cancellation_date` - the date the interest was cancelled on • `terminated_date` - the date the interest was terminated on I've updated the < Interest API - API Platform Design Proposal> with the two fields. cc:
570,2025-04-29 17:07,What is the general process when updating existing Public APIs with new fields ?
570,2025-04-29 17:11,Is it sufficient that once I get your approval here we can add a NOTE in the design proposal and start working on tickets to update the protos and the public-api-service.
933,2025-04-29 17:54,"FWIW, throughout the API we’ve used this terminology: `canceledDate` / `terminationDate` and in one case for options, `terminationDatetime`"
930,2025-04-29 17:55,Let's switch to `canceled_date` and `terminated_date` as it aligns with our nomenclature in other places
570,2025-04-29 17:57,Yeah that works for us I've made the changes to the design doc.
933,2025-04-29 17:57,I don’t see terminated used anywhere besides ShareClassSummaries--arguably it makes sense to align the tenses
930,2025-04-29 17:59,"Sorry, is right and it should be `termination` not `terminated`. We were supposed to be following the < AIP-142>, which says to use the imperative form of the word and not the past tense, but we clearly screwed that up with `canceled_date`"
570,2025-04-29 18:22,this would be the chance to switch to `cancellation_date` in the Interest API. Is there any reason we wouldn't want to do so ?
930,2025-04-29 18:24,Consistency with the other fields is the only reason
570,2025-04-29 20:30,Thanks `canceled_date` and `termination_date` is whats in the design doc
930,2025-05-02 20:11,"and I met today about regression tests for the new LLC endpoints in the API Platform. Here are my notes: • Andrea is working on allowing us to run regression tests for the LLC-specific API Platform endpoints in both ""main"" `test` env and the Playground environment ◦ The former is needed to pass the quality-check gate in the deployment process for `public-api-service` (PAS) to get to production; it gives us confidence that the endpoints are working ◦ The latter allows external Carta Developers, like Athena, to test out the endpoints in the Playground • For ""main"" `test`, LLC team will use < existing Jenkins job they have to ""seed"" new data> ◦ Andrea has created/is creating data we can use for the regression tests specifically • For Playground, there are more steps involved because < Jenkins job that updates the Playground env> needs to be updated ◦ For `Fetch verify service tags` stage in Jenkinsfile above: get LLC image tags and whatever other inputs are needed to include LLC in the Playground bundle deployment (< here>) ◦ For `Upgrade` stage: enable LLC with all of the parameters necessary ◦ For `Reset` stage: figure out a way to reset LLC and then seed new data • The regression tests passing in ""main"" `test` env will be prioritized over having the tests working in Playground ◦ This ""works"" for Athena because they are okay with building against the `production` environment ◦ This might mean marking tests as skipped for Playground; we have done this in the past when data has been harder to coordinate in Playground (see `compensation-service`)"
570,2025-05-05 14:58,Athena informed us that they've promoted their account to production. Since I don't have access to developer portal in production could you please let me know the `email` and `x-carta-user-id` of their Service Account ?
570,2025-05-05 14:59,When I did this with for a new app in `sandbox` he used his Developer portal access to let me know the service account's clientId and then I can < with the IAM Team> to get the users information.
930,2025-05-05 15:04,You don't need to sync with them. I can help
930,2025-05-05 15:05,They are requesting `read_issuer_stakeholdercapitalizationtable` scope right now. I am going to remove that because it isn't useful to them.
570,2025-05-05 15:07,"Yupp, the ones that they should have are `read_issuer_interests` and `read_issuer_stakeholder` ."
930,2025-05-05 16:13,Their app has been updated and promoted to production. Will grab the service account user ID in a minute
570,2025-05-05 16:20,And the `email` please
558,2025-05-05 19:35,"Hey team, we'll be doing a project retrospective on our release of the public API for LLC Interests and Holders. Here is a < board> to jot down any thoughts you have prior to our meeting tomorrow. Agenda: (5 min) Add (more) items to the board (2 minutes) Group and Vote (20 min) Discussion (3 min) Solidifying any Action Items"
570,2025-05-05 21:18,Checking in about if you got the `x-carta-user-id` and `email`
930,2025-05-05 21:25,"Sorry, getting it now"
930,2025-05-05 21:41,"K, that was super painful, but this is the Athena service account: < ```user_id: 22689312 email: <mailto:5f40ddf7-d33d-4591-bb4b-fab5b0befd67@service-account.carta.com|5f40ddf7-d33d-4591-bb4b-fab5b0befd67@service-account.carta.com>```"
930,2025-05-05 21:44,"Here's the output from `carta-auth` showing the above user is associated with the Athena production app: ```>>> app = Application.objects.get(uuid=""74aa2a7f-4ace-44ac-8f43-d1409b41c9f6"") >>> app.name 'Athena' >>> app.user_id '22689312'```"
570,2025-05-06 16:26,Thanks Tyler ! The OAuth Service account is now linked as a View-Only Admin.
570,2025-05-06 19:38,"Hii , Athena has a question about the API activity in Carta. They want to know if there is way to view a log of the API calls made—specifically one that shows what endpoints have been triggered and when?"
930,2025-05-06 19:39,"No, nothing customer facing"
570,2025-05-06 19:42,"Thanks, I'll let them know that"
570,2025-05-06 19:43,For my knowledge since we log the network requests through we can use that to look at usage internally?
930,2025-05-06 19:46,We capture all requests with Kafka events that are consumed and sent to Snowflake. We have a highly-normalized set of Metabase models that we can join together to get information about the requests. Here's an example of just the base model showing requests made for interests: < Here are some of the other models we have: <
570,2025-05-06 19:51,Thanks Tyler ! The model shows that we have what we need to track activity internally.
570,2025-05-06 19:54,The log the metabase model returns shows that they've tried to access the endpoint yesterday but got a 403 (expected - view permissions for their Service Account weren't set up at the time)
558,2025-12-01 20:38,are you the right person to connect with to enable LLC external APIs for another customer (< that came in). I was able to dig up this < on how we enabled it for Athena. do you remember if there was anything special we had to do to enable Athena and if that's documented anywhere?
570,2025-12-01 20:57,"Hey Will, this < has the step we need to perform enable a LLC Public API for a customer. I can add this to an new LLC Runbook for enabling LLC external APIs."
570,2025-12-01 22:51,< How to enable LLC's Public APIs for a customer> cc:
558,2025-12-01 23:06,"will you be able to handle step 1? I believe the customer will need some guidance around step 2. Are you able to access the confluence page Andrea just created above? If not, I can copy to a google doc. Step 3 c an be handled by <!subteam^S02972FAE8N|@on_call_llc> when ready."
114,2025-12-02 03:05,"Yes for step 1 I am not able to see the original ESR but feel free to share this response with the customer: We are happy to provide access to our < - LLC Interests API>. Below is the invite code to register for our < Portal> and some documentation for getting started. Once you are ready to access live data in production, you can navigate to the My Apps tab in the portal and click on Actions Promote to production and notify our team. Once approved, the final step is to < these instructions> to connect the production app with your firm Carta account. Please use the support channels noted below for any questions you might encounter during the integration process. *Invite Code*: 4AC2B184-48845819 *Developer resources*: • < Docs> • < started guide> < collection> • < page> and support channels ◦ <mailto:api-support@carta.com|api-support@carta.com> for any general questions ◦ < ticket form> for any technical issues ◦ < feature request form> for product requests"
305,2026-01-02 19:14,"Hi team, I forwarded an email with follow up questions from this customer on 12/24. It looks like they are still waiting a response and now requesting a call with API support. Can we get answers to their questions today and propose some times for a call if it's still needed?"
114,2026-01-02 19:27,Hi taking a look now
114,2026-01-02 19:43,I am not able to reproduce their error. Just shared an example and responded directly in the support ticket
114,2026-01-02 19:43,for visibility
305,2026-01-02 20:43,", can you send that to Sam Ishak <mailto:SIshak@langan.com|SIshak@langan.com> cc: Lina Fleyshmakher <mailto:lfleyshmakher@langan.com|lfleyshmakher@langan.com>, Peter Otterstedt <mailto:potterstedt@langan.com|potterstedt@langan.com> Looks like since I forwarded the email your reply was only to me."
305,2026-01-05 20:09,", looks like you're assigned this one. They have questions sent to the API email on 12/24 and requesting a call on 1/2. Can you get back to them today?"
308,2026-01-05 20:10,"I'm helping coordinate since the LLC engineering team needs to help with the final step. The step you're on is owned by the dev ecosystem team, who owns that email. can you help Judd?"
114,2026-01-05 20:22,sorry for the delay can you please loop me in directly into the email chain you have with the above individuals and I can reply?
305,2026-01-05 21:28,Done! Thank you!
114,2026-01-05 21:30,Sure thank you! Just responded
305,2026-01-07 19:12,", they seem to really be pushing for a call. Can we get that scheduled with them today?"
114,2026-01-07 19:33,Hi yes sorry I don't see the response in the email thread only the support ticket but feel free to schedule for this week based on my calendar availability
114,2026-01-08 19:50,"Hey we just spoke with Langan and they're looking to get production API access asap, ideally early next week. Typically we have to create a service account for the Carta org (in this case sounds like there _may_ be multiple corresponding to their various issuers) and map that to the production app. My team is jammed for the next 2 weeks so I'm wondering if that's something LLC engineering team could help with? + in case it's helpful since you were involved in helping us get Athena setup in prod, I recall < some nuance> specific to LLC"
114,2026-01-08 19:50,Also happy to chat through this live if helpful
570,2026-01-08 19:57,Yes there is some nuance.. these steps are in the doc under < 3: Grant View Access to the Service Account>
255,2026-01-09 20:32,"Hello, based on the instructions above, LLC engs would take care of step 3 where invite the created service account and accept the invite. I'm not sure if we have the prerequisite knowledge and permissions to perform step 2 (ex I can't access < or if that's something i should be doing)"
308,2026-01-09 20:47,"if you have docs, or can put some together, then we can work through them"
308,2026-01-09 20:55,_They also gave us the `email` and `userId` of the service account that got created in production_ Are you saying that we have those now for Langan or that we still need those and the dev eco team provided them previously for a different account?
570,2026-01-09 20:56,When Langan gets promoted to production they get their own service account which will have a _*new*_ _`email` and `userId`_ that Dev Eco will need to give yall
308,2026-01-09 21:00,_Typically we have to create a service account for the Carta org (in this case *sounds like there may be multiple corresponding to their various issuers*) and map that to the production app._ I think we'll also need the list of issuer IDs that we want to link the service account to
255,2026-01-09 21:08,"For my understanding, does it sound like LLC engs ultimately cannot do step 2 because 1. we don't have the list of issuer IDs or the knowledge to find them 2. we don't have permissions to promote the app to production, therefore we can't create service accounts, only Dev Eco team can do this"
114,2026-01-09 21:09,Sorry for jumping in late here! I promoted the app to production earlier this week. I do think the service account creation and association piece might still be manual on additional work though before we can get the email and userId are you able to confirm (realize you might be traveling now)?
114,2026-01-09 21:23,or are you able to query carta-auth similar to what Tyler did < to get the email and userId? Their specific prod app UUID = `20bf8742-4a13-49dd-9984-10bfd911febd`
930,2026-01-09 22:47,I will get the service account user ID and email address and share it in this thread on Monday morning. I will also update the documentation to give a path that is easier for LLC engs to follow
930,2026-01-12 14:05,Here are the details for Langan's production Carta app: • Link to app in Developer Portal (accessible by Dev Eco and IAM teams): < • Link to app details in Metabase: < The Metabase link shows the service account user ID is `24660758`. We can use that ID to lookup that user in the IAM Portal: • Link to user in IAM Portal: < ```userId: 24660758 email: <mailto:2b35834c-e456-4c6a-b1f8-c2dcf477d53f@service-account.carta.com|2b35834c-e456-4c6a-b1f8-c2dcf477d53f@service-account.carta.com>```
114,2026-01-12 14:21,Thank you so much Tyler! let us know if you need anything else
930,2026-01-12 14:52,I've also updated < page> with some newer instructions.
308,2026-01-12 17:55,Thanks for Langan's service account info!
255,2026-01-12 18:01,"Thank you! Based on my understanding, we only need the list if issuer IDs now to fully unblock and finish?"
930,2026-01-12 18:04,"What we did for Athena was just do an internal lookup of their LLC ID (i.e., UUID) and then tell them what it was so they could use it in the other API calls they needed to make. This allowed us to _not_ have to build out proper support for returning LLC Core LLCs from the already established `Get/List Issuer(s)` and `Get/List Corporation(s)` endpoints. I imagine it is fastest if we take the same approach here."
308,2026-01-12 18:42,"Sounds good. The docs say the next step is to send a `POST` to `/llc/v1/invitations`. does this payload look right? The email and user ID are from Tyler's message and the account ID is < ``` POST /llc/v1/invitations Content-Type: application/json { ""accountId"": ""e1ddb8de-e863-4232-9aab-e52e105c2863"", ""email"": ""<mailto:2b35834c-e456-4c6a-b1f8-c2dcf477d53f@service-account.carta.com|2b35834c-e456-4c6a-b1f8-c2dcf477d53f@service-account.carta.com>"", ""role"": ""VIEW"", ""userId"": 24660758, ""jobTitle"": ""OTHER"", ""customJobTitle"": ""Langan API Service Account"", ""company"": null, ""holderGroupAccess"": [] }```"
570,2026-01-12 18:45,Payload looks good
308,2026-01-12 19:19,"I sent a `POST` to `/llc/v1/invitations` with: ``` { ""accountId"": ""e1ddb8de-e863-4232-9aab-e52e105c2863"", ""email"": ""<mailto:2b35834c-e456-4c6a-b1f8-c2dcf477d53f@service-account.carta.com|2b35834c-e456-4c6a-b1f8-c2dcf477d53f@service-account.carta.com>"", ""role"": ""VIEW"", ""userId"": 24660758, ""jobTitle"": ""OTHER"", ""customJobTitle"": ""Langan API Service Account"" }``` (I removed `holderGroupAccess` because it's not used here and API validation requires it to be non-empty) I got a `201`: ```{ ""id"": ""259dc2e7-fea1-4756-a4d8-e52d479d2012"", ""accountUserId"": ""fdf2f68f-b916-4a05-8023-812c631835c5"", ""email"": ""<mailto:2b35834c-e456-4c6a-b1f8-c2dcf477d53f@service-account.carta.com|2b35834c-e456-4c6a-b1f8-c2dcf477d53f@service-account.carta.com>"", ""role"": ""VIEW"", ""accountId"": ""e1ddb8de-e863-4232-9aab-e52e105c2863"", ""token"": ""token_id_omitted"", ""userId"": 24660758, ""commandingUserId"": ""5378865"", ""when"": ""2026-01-12T1818.608297107Z"", ""holderGroupAccess"": null }``` The docs say to then send a `POST` to `/llc/v1/invitations/accept`. So I did that with this payload: ```{ ""email"": ""<mailto:2b35834c-e456-4c6a-b1f8-c2dcf477d53f@service-account.carta.com|2b35834c-e456-4c6a-b1f8-c2dcf477d53f@service-account.carta.com>"", ""token"": ""same_token_as_before"", ""userId"": 24660758 }``` but it returned a `404`: ```{ ""error"": ""AccountUser [No Account User found by Invitation with token='9acad18e-2ac2-4b94-b1f4-bd5ef4e9c28c' found.] not found"" }```"
308,2026-01-12 19:20,"It looks like the `/accept` endpoint uses < query>: ``` @Query(""SELECT au FROM AccountUserEntity au JOIN InvitationEntity i ON i.accountUserEntity.id = au.id WHERE i.userId is null and i.token = :token"")``` Since I provided `userId` in the create request, the invitation was created with `userId` already set, so this query returns nothing (`i.userId` is `null` won't match). So I think when you provide userId upfront during invitation creation, the `/accept` endpoint is not needed because the user is already linked. does that sound right? If so, I can update the documentation to clarify."
570,2026-01-12 19:29,Sorry about that what you've mentioned is right feel free to update the documentation. (The userId is not required when creating the invitation but should be sent when accepting the invitation)
308,2026-01-12 19:31,Documentation updated
308,2026-01-12 19:33,and confirming that I see the account in Langan's < and Permissions page>
308,2026-01-12 19:33,is there any validation we should do on the developer ecosystem side before we notify the customer?
114,2026-01-12 19:55,let me try making an API call using their app
114,2026-01-12 19:58,Looks like there are no issuers connected to their app?
114,2026-01-12 19:58,I called <
930,2026-01-12 19:59,That endpoint won't work. You need to use something like the < Interests>
114,2026-01-12 19:59,ah that's right and I just inject the issuerId...
114,2026-01-12 20:20,sorry can you please confirm the LLC ID they should be using in the calls to < Sorry if I'm missing something obvious I tried all of the below and get `Access to resource denied` • 2b35834c-e456-4c6a-b1f8-c2dcf477d53f • 259dc2e7-fea1-4756-a4d8-e52d479d2012 • e1ddb8de-e863-4232-9aab-e52e105c2863
308,2026-01-12 20:22,"These are the entities I see in Langan's account with these issuer IDs: • Langan LLC: `ba0411b4-dc35-442c-8c12-5ca5cc2f7b82` • Langan Incentive Aggregator LLC: `1cc3ceac-12f0-431b-a594-dfd565616027` • Langan Management Aggregator LLC: `311bf0b4-515c-4ce8-b742-746a1eff6bef` • Langan Engineering, Environmental Surveying, Landscape Architecture and Geology DPC: `0d82d95c-f16a-455f-94a9-046338305d3c` • Langan - ONBOARDING ENTITY: `3ce39af5-9c36-452c-83fb-ba95555d5506`"
308,2026-01-12 20:23,"For future reference, if you're in production you can click ""Quick Actions"" on the bottom left and get all the IDs"
114,2026-01-12 20:28,weird I checked the first few and all get errors. I confirmed the right scopes read_issuer_info and read_issuer_interests are enabled for the app
114,2026-01-12 20:29,x-carta-trace-id 1947038885502367974 if helpful
308,2026-01-12 20:34,i removed the account and will try again
308,2026-01-12 20:39,"I sent a `POST` to `/llc/v1/invitations` with: ``` { ""accountId"": ""e1ddb8de-e863-4232-9aab-e52e105c2863"", ""email"": ""<mailto:2b35834c-e456-4c6a-b1f8-c2dcf477d53f@service-account.carta.com|2b35834c-e456-4c6a-b1f8-c2dcf477d53f@service-account.carta.com>"", ""role"": ""VIEW"", ""jobTitle"": ""OTHER"", ""customJobTitle"": ""Langan API Service Account"" }``` (I removed `userId` so that I could accept the invitation) I got a `201`: ```{ ""id"": ""a4829d2b-9778-4f45-9db6-7ec5a1349907"", ""accountUserId"": ""0b83b80e-568c-4756-ba42-5aae451dff4c"", ""email"": ""<mailto:2b35834c-e456-4c6a-b1f8-c2dcf477d53f@service-account.carta.com|2b35834c-e456-4c6a-b1f8-c2dcf477d53f@service-account.carta.com>"", ""role"": ""VIEW"", ""accountId"": ""e1ddb8de-e863-4232-9aab-e52e105c2863"", ""token"": ""fe2f8d38-5892-45f7-9624-34565a1224d2"", ""userId"": null, ""commandingUserId"": ""5378865"", ""when"": ""2026-01-12T2000.965599873Z"", ""holderGroupAccess"": null }``` I then sent a `POST` to `/llc/v1/invitations/accept` with: ```{ ""email"": ""<mailto:2b35834c-e456-4c6a-b1f8-c2dcf477d53f@service-account.carta.com|2b35834c-e456-4c6a-b1f8-c2dcf477d53f@service-account.carta.com>"", ""token"": ""same_token_as_before"", ""userId"": 24660758 }``` but it returned a `403`: ```{ ""error"": ""User:5378865 is not authorized to accept an invitation on behalf of user:24660758"" }```"
308,2026-01-12 20:40,(the first ID is my Carta staff ID and the second is the provided Langan service account ID)
308,2026-01-12 20:40,do you remember what you did for this?
570,2026-01-12 20:43,Can you add Langan's account Id to the `LLC_15395_ALLOW_STAFF_TO_ACCEPT_INVITATIONS_OVERRIDE` FeatureFlag ? I believe thats the missing step
308,2026-01-12 20:44,That worked—I got a `201`
570,2026-01-12 20:44,I had implemented this workaround here <
308,2026-01-12 20:48,any luck now?
114,2026-01-13 15:28,sorry missed this! checking now
114,2026-01-13 15:29,Bingo! Thank you Mark Andrea
114,2026-01-13 15:30,confirmed all the issuer IDs you sent above work! I will email the customer
308,2026-01-13 16:07,That's great—thanks for validating!
308,2026-01-13 16:07,please let us know in the thread if you need anything else
305,2026-01-13 20:35,"Thank you! Should be good, we'll here from the customer"
114,2026-01-16 02:43,(For tomorrow) do you know if there's any limitation to LLC customers being able to use the < FMV API> - is that only supported for corps today? The above customer Langan is getting 500s using it and I see the same behavior
114,2026-01-16 02:44,x-carta-trace-id is 1202140859982629167
930,2026-01-16 14:16,"The endpoint we are calling internally, `GetFMVsForCompany`, isn't built for LLCs. The error the user is getting is due to the fact that the identifier of the LLC, which is a UUID, is not being handled well inside the endpoint, which is expecting an integer corporation ID. < is the line that is failing.> < is a link to the trace in Datadog> - I screenshotted the actual error and shared in the attached image, as well."
930,2026-01-16 14:19,"So, a couple of things: • This code should absolutely be more robust, and should respond with an `INVALID_ARGUMENT` or a `NOT_FOUND` error, depending on the direction we want to take. • Separately, we should get a domain expert (pssst, ) to explain LLC valuations to us and how LLC FMVs might fit into the API Platform, either as a separate endpoint or shoehorned into the existing endpoints"
83,2026-01-16 17:04,"It's expected that LLC platform ""issuers"" are not supported in any public APIs. The APIs only work with carta-web companies to my knowledge"
83,2026-01-16 17:06,LLC platform _does_ have FMVs (< but the team historically didn't attempt to integrate APIs across systems.
930,2026-01-16 17:07,"It's expected that LLC platform ""issuers"" are not supported in any public APIs. The APIs only work with carta-web companies to my knowledge This is not true. We should probably sync on this"
83,2026-01-16 17:09,Which APIs work with LLC platform today?
83,2026-01-16 17:10,"< looks like it only goes to carta-web, for example"
930,2026-01-16 17:14,"Okay, I should have been more specific. CW LLCs are exposed through _most_ endpoints, but LLC Platform (assuming that this is LLC Core) ""issuers"" are only exposed through the `List Interests` endpoint (< here>)."
83,2026-01-16 17:15,Makes sense
930,2026-01-16 17:15,"We had plans to augment the `Get/ListIssuer` endpoints to return the union of issuers from CW and LLC Platform, but didn't get around to it. PE sales have been picking up and they have been asking about API parity a lot more"
930,2026-01-16 17:16,We should at least fix the FMVService to return a `NOT_FOUND` error when the issuer ID is a UUID
114,2026-01-22 19:56,"Related to the above thread on having access to the FMV, the Langan team reached out with the below request is the current share price something you could easily expose for the Interests endpoint? If not I'll just let them know it's not on the roadmap for now I understand that the FMV is not available to us at this time. Can you suggest another field that is available to us in the api where we can populate share prices? If not, do we have the ability to create custom fields that our Controller can populate and can be pulled from the api? Ultimately, we need to be able to get share prices for each investment in order to perform the calculations that are used in our application."
83,2026-01-22 20:06,Not on the roadmap. cc if this is something we want to prioritize
308,2026-03-04 21:27,can we archive this Slack channel in favor of ?
114,2026-03-04 21:59,sure go for it
